period,fill,run,quality,comment,IR (kHz),coll bcs,/
LHC23zt,9070,539877,good,,550,1842,/
LHC23zt,9070,539881,good,,500,1842,/
LHC23zt,9070,539882,good,,500,1842,/
LHC23zt,9070,539883,good,a beam splash 2 mins before the EOR,500,1842,/
LHC23zt,9070,539884,good,,500,1842,/
LHC23zt,9072,539906,good,,500,1842,/
LHC23zt,9072,539907,bad,,500,1842,/
LHC23zt,9072,539908,good,,500,1842,/
LHC23zw,9168,543107,good,,35,64,/
LHC23zw,9168,543109,good,,35,64,/
LHC23zw,9168,543113,good,,35,64,/
LHC23zx,9192,543437,limited,,,51,/
LHC23zx,9192,543438,limited,,,51,/
LHC23zx,9192,543439,limited,,,51,/
LHC23zx,9192,543440,limited,,,51,/
LHC23zx,9192,543441,limited,,,51,/
LHC23zx,9192,543442,limited,,,51,/
LHC23zy,9193,543466,limited,,,170,/
LHC23zy,9193,543467,limited,,,170,/
LHC23zy,9193,543468,limited,,,170,/
LHC23zy,9193,543469,limited,,,170,/
LHC23zy,9194,543484,limited,,,170,/
LHC23zy,9194,543486,limited,,,170,/
LHC23zz,9197,543514,limited,,,170,/
LHC23zz,9197,543515,limited,,,170,/
LHC23zz,9200,543536,limited,,,170,/
LHC23zz,9206,543639,limited,,,394,/
LHC23zz,9206,543641,limited,,,394,/
LHC23zz,9206,543642,limited,,,394,/
LHC23zza,9209,543707,limited,,,250,/
LHC23zza,9209,543708,limited,,,250,/
LHC23zza,9209,543709,limited,,,250,/
LHC23zza,9209,543713,limited,,,250,/
LHC23zza,9209,543714,bad,beams fully separated,,250,/
LHC23zza,9212,543731,not participating,,,222,/
LHC23zza,9212,543732,limited,82 chips in error,,222,/
LHC23zza,9212,543733,limited,,,222,/
LHC23zza,9212,543734,limited,,,222,/
LHC23zza,9212,543735,limited,,,222,/
LHC23zzb,9213,543750,not participating,,,394,/
LHC23zzb,9213,543754,limited,,,394,/
LHC23zzb,9213,543760,limited,,,394,/
LHC23zzc,9216,543804,limited,,,324,/
LHC23zzc,9217,543818,limited,,,324,/
LHC23zzc,9217,543819,limited,,,324,/
LHC23zzc,9217,543820,limited,,,324,/
LHC23zzd,9218,543841,limited,H0D3F1Z2 backpressure,,610,/
LHC23zzd,9218,543842,limited,H0D3F1Z2 backpressure,,610,/
LHC23zzd,9218,543843,limited,H0D3F1Z2 backpressure,,610,/
LHC23zzd,9218,543844,limited,H0D3F1Z2 backpressure + excluded zones,,610,/
LHC23zzd,9218,543845,limited,,,610,/
LHC23zzd,9218,543846,limited,,,610,/
LHC23zzd,9218,543847,not participating,,,610,/
LHC23zzd,9218,543849,limited,,,610,/
LHC23zzd,9218,543850,limited,,,610,/
LHC23zzd,9220,543868,limited,,,610,/
LHC23zzd,9220,543870,limited,,,610,/
LHC23zzd,9220,543872,limited,,,610,/
LHC23zzd,9220,543873,limited,,,610,/
LHC23zze,9222,543918,limited,,,771,/
LHC23zze,9222,543921,limited,,,771,/
LHC23zze,9222,543922,limited,,,771,/
LHC23zze,9223,543950,limited,,,771,/
LHC23zzf,9225,544013,good,,,771,/
LHC23zzg,9226,544028,good,,,771,/
LHC23zzg,9226,544032,good,,,771,/
LHC23zzg,9226,544033,good,,,771,/
LHC23zzh,9231,544091,good,,,1010,/
LHC23zzh,9231,544095,good,,,1010,/
LHC23zzh,9231,544098,good,,,1010,/
LHC23zzh,9232,544116,good,,,1010,/
LHC23zzh,9232,544121,good,,,1010,/
LHC23zzh,9232,544122,good,,,1010,/
LHC23zzh,9232,544123,good,,,1010,/
LHC23zzh,9232,544124,good,,,1010,/
LHC23zzh,9232,544126,good,low IR => large background contribution at phi > 0,,1010,/
LHC23zzi,9234,544167,good,,,1088,/
LHC23zzi,9235,544180,bad,FLP 182 lost,,1088,/
LHC23zzi,9235,544184,good,,,1088,/
LHC23zzi,9235,544185,good,,,1088,/
LHC23zzi,9237,544384,good,,,1088,/
LHC23zzi,9237,544389,good,,,1088,/
LHC23zzi,9237,544390,good,,,1088,/
LHC23zzi,9237,544391,good,,,1088,/
LHC23zzi,9237,544392,good,,,1088,/
LHC23zzj,9239,544418,not participating,,,324,/
LHC23zzj,9239,544420,not participating,,,324,/
LHC23zzj,9240,544434,not participating,,,324,/
LHC23zzk,9242,544451,good,,,1088,/
LHC23zzk,9242,544454,good,,,1088,/
LHC23zzk,9245,544474,good,,,1088,/
LHC23zzk,9245,544475,limited,RU H0D1F0Z1 sends corr. data; mft-stf-decoder crash,,1088,/
LHC23zzk,9245,544476,limited,a dip in the phi distribution around -1.3,,1088,/
LHC23zzk,9245,544477,limited,a dip in the phi distribution around -1.3,,1088,/
LHC23zzk,9246,544490,good,,,1088,/
LHC23zzk,9246,544491,good,,,1088,/
LHC23zzk,9246,544492,good,,,1088,/
LHC23zzk,9247,544508,good,,,1088,/
LHC23zzk,9247,544510,good,,,1088,/
LHC23zzk,9247,544511,good,,,1088,/
LHC23zzk,9247,544512,good,,,1088,/
LHC23zzk,9247,544513,good,,,1088,/
LHC23zzk,9247,544514,good,,,1088,/
LHC23zzk,9247,544515,good,,,1088,/
LHC23zzk,9247,544516,good,,,1088,/
LHC23zzk,9247,544518,good,,,1088,/
LHC23zzl,9250,544548,good,,,1088,/
LHC23zzl,9250,544549,good,,,1088,/
LHC23zzl,9250,544550,good,,,1088,/
LHC23zzl,9250,544551,good,,,1088,/
LHC23zzl,9251,544564,good,,,1088,/
LHC23zzl,9251,544565,good,,,1088,/
LHC23zzl,9251,544567,good,,,1088,/
LHC23zzl,9251,544568,good,,,1088,/
LHC23zzl,9252,544580,good,,,1088,/
LHC23zzl,9252,544582,good,,,1088,/
LHC23zzl,9252,544583,good,,,1088,/
LHC23zzl,9252,544585,good,,,1088,/
LHC23zzm,9254,544614,bad,FLP 183 stopped sending data soon after the SOR,,1088,/
LHC23zzm,9256,544640,good,,,1088,/
LHC23zzm,9258,544652,good,,,1088,/
LHC23zzm,9258,544653,good,,,1088,/
LHC23zzm,9258,544654,good,,,1088,/
LHC23zzm,9260,544672,good,,,1088,/
LHC23zzm,9260,544674,bad,FLP 183 stopped sending data soon after the SOR,,1088,/
LHC23zzm,9263,544692,good,,,1088,/
LHC23zzm,9263,544693,good,,,1088,/
LHC23zzm,9263,544694,good,,,1088,/
LHC23zzm,9263,544696,good,,,1088,/
LHC23zzm,9268,544739,good,,,880,/
LHC23zzm,9268,544742,good,,,880,/
LHC23zzm,9269,544754,good,,,880,/
LHC23zzm,9270,544767,good,,,880,/
LHC23zzn,9271,544794,good,,,880,/
LHC23zzn,9271,544795,good,,,880,/
LHC23zzn,9271,544797,good,,,880,/
LHC23zzn,9273,544813,good,,,880,/
LHC23zzo,9279,544868,good,,,394,/
LHC23zzo,9281,544886,good,,,880,/
LHC23zzo,9281,544887,good,,,880,/
LHC23zzo,9281,544894,good,,,880,/
LHC23zzo,9281,544896,good,,,880,/
LHC23zzo,9282,544911,good,,,880,/
LHC23zzo,9282,544913,good,,,880,/
LHC23zzo,9282,544914,good,,,880,/
LHC23zzo,9282,544917,good,,,880,/
LHC23zzo,9283,544931,good,,,880,/
LHC23zzo,9284,544947,good,,,880,/
LHC23zzo,9285,544961,good,,,880,/
LHC23zzo,9285,544963,good,,,880,/
LHC23zzo,9285,544964,good,,,880,/
LHC23zzo,9285,544968,good,,,880,/
LHC23zzo,9288,544991,good,,,960,/
LHC23zzo,9288,544992,good,,,960,/
LHC23zzo,9289,545004,bad,corrupted data,,960,/
LHC23zzo,9289,545008,not participating,,,960,/
LHC23zzo,9289,545009,good,,,960,/
LHC23zzo,9289,545010,good,,,960,/
LHC23zzo,9291,545041,good,,,960,/
LHC23zzo,9291,545042,good,,,960,/
LHC23zzo,9291,545044,good,,,960,/
LHC23zzo,9291,545047,good,,,960,/
LHC23zzo,9292,545060,good,,,960,/
LHC23zzo,9292,545062,good,,,960,/
LHC23zzo,9292,545063,good,,,960,/
LHC23zzo,9292,545064,good,,,960,/
LHC23zzo,9292,545066,good,,,960,/
LHC23zzo,9294,545086,good,,,960,/
LHC23zzo,9296,545103,good,,,960,/
LHC23zzo,9297,545117,good,,,960,/
LHC23zzo,9301,545171,good,,,880,/
LHC23zzo,9302,545184,good,,,880,/
LHC23zzo,9302,545185,good,,,880,/
LHC23zzo,9305,545210,good,,,880,/
LHC23zzo,9306,545222,good,,,880,/
LHC23zzo,9306,545223,good,,,880,/
LHC23zzo,9309,545246,good,,,880,/
LHC23zzo,9309,545249,good,,,880,/
LHC23zzo,9310,545262,good,,,880,/
LHC23zzo,9312,545289,good,,,875,/
LHC23zzo,9312,545291,good,,,875,/
LHC23zzo,9312,545294,good,,,875,/
LHC23zzo,9312,545295,good,,,875,/
LHC23zzo,9312,545296,good,,,875,/
LHC23zzo,9314,545311,good,,,875,/
LHC23zzo,9314,545312,good,,,875,/
LHC23zzo,9316,545332,good,,,960,/
LHC23zzo,9317,545345,good,,,960,/
LHC23zzo,9319,545367,good,,,960,/
LHC24aa,9400,548687,good,,0.6,2,/
LHC24aa,9400,548704,good,,0.1,2,/
LHC24aa,9400,548707,good,,0.3,2,/
LHC24aa,9400,548711,good,,0.2,2,/
LHC24ab,9448,549286,good,,2,8,/
LHC24ab,9448,549287,good,,1,8,/
LHC24ab,9448,549288,good,,1,8,/
LHC24ab,9448,549289,good,,1,8,/
LHC24ac,9473,549559,good,,1.5,2,/
LHC24ac,9473,549561,good,,1,2,/
LHC24ac,9474,549568,good,,1,2,/
LHC24ac,9474,549573,good,,1,2,/
LHC24ac,9475,549586,good,,9.5,8,/
LHC24ac,9475,549590,good,,9.5,8,/
LHC24ac,9475,549591,good,,9.5,8,/
LHC24ac,9475,549593,good,,9.5,8,/
LHC24ac,9475,549594,good,,9.5,8,/
LHC24ac,9475,549596,good,,9.5,8,/
LHC24ac,9475,549597,good,,9.5,8,/
LHC24ac,9476,549605,good,,9.5,8,/
LHC24ac,9476,549608,good,,4,8,/
LHC24ac,9476,549611,good,,4,8,/
LHC24ad,9479,549640,good,beam splash,10,32,/
LHC24ad,9479,549642,good,,10,32,/
LHC24ad,9479,549657,good,,9.5,32,/
LHC24ae,9483,549679,good,,20,32,/
LHC24ae,9499,549884,,,50,266,/
LHC24ae,9509,549933,,,50,182,/
LHC24ae,9509,549935,,,45,182,/
LHC24ae,9509,549936,,,50,182,/
LHC24ae,9509,549937,,,50,182,/
LHC24ae,9509,549939,,,50,182,/
LHC24ae,9509,549940,,,50,182,/
LHC24ae,9509,549942,,,50,182,/
LHC24ae,9509,549943,,,50,182,/
LHC24ae,9509,549946,,,50,182,/
LHC24ae,9509,549948,,,50,182,/
LHC24ae,9509,549949,,,50,182,/
LHC24ae,9514,550040,,,85,407,/
LHC24ae,9514,550041,,,150,407,/
LHC24ae,9514,550043,,,100,407,/
LHC24ae,9514,550052,,,100,407,/
LHC24ae,9517,550074,,,250,807,/
LHC24ae,9517,550075,,,300,807,/
LHC24ae,9517,550076,,,350,807,/
LHC24ae,9517,550077,,,300,807,/
LHC24ae,9518,550089,,,600,807,/
LHC24ae,9518,550099,,,1000,807,/
LHC24ae,9519,550112,,,250,807,/
LHC24ae,9519,550113,,,250,807,/
LHC24ae,9521,550138,,,250,807,/
LHC24ae,9521,550139,,,250,807,/
LHC24ae,9523,550151,,,350,807,/
LHC24ae,9523,550152,,,1000,807,/
LHC24ae,9523,550153,,,1000,807,/
LHC24ae,9523,550154,,,1000,807,/
LHC24ae,9523,550158,,,600,807,/
LHC24ae,9523,550159,,,450,807,/
LHC24ae,9523,550179,,,500,807,/
LHC24ae,9525,550191,,,500,807,/
LHC24ae,9529,550224,,,0.2,807,/
LHC24ae,9529,550225,,,0.2,807,/
LHC24ae,9529,550227,,,0.1,807,/
LHC24ae,9530,550240,,,500,807,/
LHC24ae,9530,550241,,,500,807,/
LHC24ae,9537,550317,,,500,807,/
LHC24ae,9537,550318,,,500,807,/
LHC24ae,9537,550319,,,500,807,/
LHC24ae,9539,550337,,,500,807,/
LHC24ae,9539,550342,,,500,807,/
LHC24ae,9539,550346,,,500,807,/
LHC24ae,9539,550348,,,500,807,/
LHC24af,9543,550367,good,,500,807,/
LHC24af,9543,550369,good,,500,807,/
LHC24af,9543,550375,good,,500,807,/
LHC24af,9548,550412,good,,500,807,/
LHC24af,9548,550417,good,,500,807,/
LHC24af,9548,550421,good,,500,807,/
LHC24af,9548,550424,good,,500,807,/
LHC24af,9548,550425,good,,500,807,/
LHC24af,9549,550439,good,,500,807,/
